Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Australia,AUS,WPRO,HIC,2023,3,0_4,0
Australia,AUS,WPRO,HIC,2023,3,5_14,0
Australia,AUS,WPRO,HIC,2023,3,65+,441
Australia,AUS,WPRO,HIC,2023,5,0_4,1
Australia,AUS,WPRO,HIC,2023,7,15_64,29
Australia,AUS,WPRO,HIC,2023,10,15_64,22
Australia,AUS,WPRO,HIC,2024,5,15_64,18
Australia,AUS,WPRO,HIC,2024,8,65+,213
Australia,AUS,WPRO,HIC,2024,11,0_4,0
Australia,AUS,WPRO,HIC,2024,11,5_14,0
Australia,AUS,WPRO,HIC,2024,12,0_4,0
Australia,AUS,WPRO,HIC,2024,12,5_14,0
Australia,AUS,WPRO,HIC,2024,12,65+,113
Australia,AUS,WPRO,HIC,2025,12,15_64,
Australia,AUS,WPRO,HIC,2020,3,65+,48
Australia,AUS,WPRO,HIC,2020,6,15_64,0
Australia,AUS,WPRO,HIC,2020,6,65+,9
Australia,AUS,WPRO,HIC,2020,11,65+,
Australia,AUS,WPRO,HIC,2021,1,15_64,
Australia,AUS,WPRO,HIC,2021,2,15_64,
Australia,AUS,WPRO,HIC,2021,3,15_64,
Australia,AUS,WPRO,HIC,2021,4,15_64,
Australia,AUS,WPRO,HIC,2021,7,0_4,
Australia,AUS,WPRO,HIC,2021,8,0_4,
Australia,AUS,WPRO,HIC,2021,9,0_4,
Australia,AUS,WPRO,HIC,2021,10,65+,
Australia,AUS,WPRO,HIC,2021,11,65+,
Australia,AUS,WPRO,HIC,2022,7,0_4,
Australia,AUS,WPRO,HIC,2022,8,0_4,
Australia,AUS,WPRO,HIC,2022,9,0_4,
Australia,AUS,WPRO,HIC,2022,10,65+,
Australia,AUS,WPRO,HIC,2022,11,65+,
Australia,AUS,WPRO,HIC,2022,12,5_14,
Australia,AUS,WPRO,HIC,2023,1,0_4,0
Australia,AUS,WPRO,HIC,2023,1,65+,1047
Australia,AUS,WPRO,HIC,2023,8,5_14,0
Australia,AUS,WPRO,HIC,2023,12,15_64,24
Australia,AUS,WPRO,HIC,2024,11,15_64,8
Australia,AUS,WPRO,HIC,2025,1,65+,39
Australia,AUS,WPRO,HIC,2025,12,65+,
Australia,AUS,WPRO,HIC,2020,6,0_4,0
Australia,AUS,WPRO,HIC,2020,6,5_14,0
Australia,AUS,WPRO,HIC,2020,7,0_4,0
Australia,AUS,WPRO,HIC,2020,7,15_64,11
Australia,AUS,WPRO,HIC,2020,7,5_14,0
Australia,AUS,WPRO,HIC,2020,10,5_14,
Australia,AUS,WPRO,HIC,2020,10,65+,
Australia,AUS,WPRO,HIC,2020,11,5_14,
Australia,AUS,WPRO,HIC,2021,1,0_4,
Australia,AUS,WPRO,HIC,2021,1,5_14,
Australia,AUS,WPRO,HIC,2021,1,65+,
Australia,AUS,WPRO,HIC,2021,2,0_4,
Australia,AUS,WPRO,HIC,2021,2,5_14,
Australia,AUS,WPRO,HIC,2021,2,65+,
Australia,AUS,WPRO,HIC,2021,3,0_4,
Australia,AUS,WPRO,HIC,2021,3,5_14,
Australia,AUS,WPRO,HIC,2021,3,65+,
Australia,AUS,WPRO,HIC,2021,4,5_14,
Australia,AUS,WPRO,HIC,2021,4,65+,
Australia,AUS,WPRO,HIC,2021,12,15_64,
Australia,AUS,WPRO,HIC,2022,1,5_14,
Australia,AUS,WPRO,HIC,2022,1,65+,
Australia,AUS,WPRO,HIC,2022,2,5_14,
Australia,AUS,WPRO,HIC,2022,2,65+,
Australia,AUS,WPRO,HIC,2022,3,5_14,
Australia,AUS,WPRO,HIC,2022,3,65+,
Australia,AUS,WPRO,HIC,2022,4,5_14,
Australia,AUS,WPRO,HIC,2022,4,65+,
Australia,AUS,WPRO,HIC,2022,9,15_64,
Australia,AUS,WPRO,HIC,2023,4,0_4,0
Australia,AUS,WPRO,HIC,2023,5,15_64,58
Australia,AUS,WPRO,HIC,2023,5,65+,1006
Australia,AUS,WPRO,HIC,2023,8,15_64,16
Australia,AUS,WPRO,HIC,2023,9,0_4,0
Australia,AUS,WPRO,HIC,2023,12,65+,327
Australia,AUS,WPRO,HIC,2024,1,15_64,21
Australia,AUS,WPRO,HIC,2024,2,15_64,19
Australia,AUS,WPRO,HIC,2024,4,15_64,10
Australia,AUS,WPRO,HIC,2024,5,5_14,0
Australia,AUS,WPRO,HIC,2024,7,15_64,8
Australia,AUS,WPRO,HIC,2024,8,15_64,12
Australia,AUS,WPRO,HIC,2024,9,5_14,0
Australia,AUS,WPRO,HIC,2024,10,5_14,0
Australia,AUS,WPRO,HIC,2024,11,65+,114
Australia,AUS,WPRO,HIC,2020,2,15_64,0
Australia,AUS,WPRO,HIC,2020,3,0_4,0
Australia,AUS,WPRO,HIC,2020,9,65+,
Australia,AUS,WPRO,HIC,2021,7,65+,
Australia,AUS,WPRO,HIC,2021,8,65+,
Australia,AUS,WPRO,HIC,2021,9,65+,
Australia,AUS,WPRO,HIC,2021,10,5_14,
Australia,AUS,WPRO,HIC,2021,11,5_14,
Australia,AUS,WPRO,HIC,2022,7,65+,
Australia,AUS,WPRO,HIC,2022,10,0_4,
Australia,AUS,WPRO,HIC,2022,10,5_14,
Australia,AUS,WPRO,HIC,2022,11,0_4,
Australia,AUS,WPRO,HIC,2022,11,5_14,
Australia,AUS,WPRO,HIC,2022,12,15_64,
Australia,AUS,WPRO,HIC,2023,1,15_64,62
Australia,AUS,WPRO,HIC,2023,2,0_4,0
Australia,AUS,WPRO,HIC,2023,6,0_4,0
Australia,AUS,WPRO,HIC,2023,7,0_4,0
Australia,AUS,WPRO,HIC,2023,9,15_64,15
Australia,AUS,WPRO,HIC,2023,9,65+,188
Australia,AUS,WPRO,HIC,2023,10,65+,243
Australia,AUS,WPRO,HIC,2023,11,65+,578
Australia,AUS,WPRO,HIC,2024,1,0_4,0
Australia,AUS,WPRO,HIC,2024,4,65+,161
Australia,AUS,WPRO,HIC,2024,5,65+,373
Australia,AUS,WPRO,HIC,2024,9,15_64,8
Australia,AUS,WPRO,HIC,2024,10,15_64,11
Australia,AUS,WPRO,HIC,2024,12,15_64,6
Australia,AUS,WPRO,HIC,2025,12,0_4,
Australia,AUS,WPRO,HIC,2025,12,5_14,
Australia,AUS,WPRO,HIC,2020,1,5_14,
Australia,AUS,WPRO,HIC,2020,2,5_14,0
Australia,AUS,WPRO,HIC,2020,4,5_14,0
Australia,AUS,WPRO,HIC,2020,5,5_14,0
Australia,AUS,WPRO,HIC,2020,8,0_4,0
Australia,AUS,WPRO,HIC,2020,8,65+,25
Australia,AUS,WPRO,HIC,2020,10,15_64,
Australia,AUS,WPRO,HIC,2020,11,15_64,
Australia,AUS,WPRO,HIC,2020,12,0_4,
Australia,AUS,WPRO,HIC,2021,5,0_4,
Australia,AUS,WPRO,HIC,2021,10,15_64,
Australia,AUS,WPRO,HIC,2021,11,15_64,
Australia,AUS,WPRO,HIC,2022,1,15_64,
Australia,AUS,WPRO,HIC,2022,2,15_64,
Australia,AUS,WPRO,HIC,2022,3,15_64,
Australia,AUS,WPRO,HIC,2022,4,15_64,
Australia,AUS,WPRO,HIC,2023,4,15_64,44
Australia,AUS,WPRO,HIC,2023,6,5_14,0
Australia,AUS,WPRO,HIC,2023,7,5_14,0
Australia,AUS,WPRO,HIC,2023,11,0_4,0
Australia,AUS,WPRO,HIC,2023,12,0_4,0
Australia,AUS,WPRO,HIC,2024,1,5_14,0
Australia,AUS,WPRO,HIC,2024,1,65+,366
Australia,AUS,WPRO,HIC,2024,2,5_14,1
Australia,AUS,WPRO,HIC,2024,3,0_4,0
Australia,AUS,WPRO,HIC,2024,3,5_14,0
Australia,AUS,WPRO,HIC,2024,4,5_14,1
Australia,AUS,WPRO,HIC,2024,8,0_4,0
Australia,AUS,WPRO,HIC,2025,1,15_64,3
Austria,AUT,EURO,HIC,2020,2,65+,0
Austria,AUT,EURO,HIC,2020,5,5_14,0
Austria,AUT,EURO,HIC,2020,6,65+,56
Austria,AUT,EURO,HIC,2020,9,5_14,0
Austria,AUT,EURO,HIC,2020,10,5_14,0
Austria,AUT,EURO,HIC,2020,11,15_64,160
Austria,AUT,EURO,HIC,2020,12,15_64,250
Austria,AUT,EURO,HIC,2021,2,15_64,74
Austria,AUT,EURO,HIC,2021,3,15_64,136
Austria,AUT,EURO,HIC,2021,3,5_14,0
Austria,AUT,EURO,HIC,2021,4,5_14,1
Austria,AUT,EURO,HIC,2021,5,15_64,76
Austria,AUT,EURO,HIC,2021,6,0_4,0
Austria,AUT,EURO,HIC,2021,7,0_4,0
Austria,AUT,EURO,HIC,2021,11,65+,1247
Austria,AUT,EURO,HIC,2021,12,15_64,210
Austria,AUT,EURO,HIC,2022,1,0_4,0
Austria,AUT,EURO,HIC,2022,1,65+,292
Austria,AUT,EURO,HIC,2022,3,15_64,93
Austria,AUT,EURO,HIC,2022,3,65+,1136
Austria,AUT,EURO,HIC,2022,4,0_4,0
Austria,AUT,EURO,HIC,2022,5,0_4,0
Austria,AUT,EURO,HIC,2022,8,15_64,23
Austria,AUT,EURO,HIC,2022,10,15_64,24
Austria,AUT,EURO,HIC,2022,12,15_64,16
Austria,AUT,EURO,HIC,2023,10,5_14,
Austria,AUT,EURO,HIC,2023,10,65+,
Austria,AUT,EURO,HIC,2023,11,5_14,
Austria,AUT,EURO,HIC,2023,11,65+,
Austria,AUT,EURO,HIC,2024,5,65+,
Austria,AUT,EURO,HIC,2024,6,5_14,
Austria,AUT,EURO,HIC,2024,6,65+,
Austria,AUT,EURO,HIC,2024,11,0_4,
Austria,AUT,EURO,HIC,2024,12,5_14,
Austria,AUT,EURO,HIC,2020,1,65+,
Austria,AUT,EURO,HIC,2020,2,15_64,0
Austria,AUT,EURO,HIC,2020,2,5_14,0
Austria,AUT,EURO,HIC,2020,3,0_4,0
Austria,AUT,EURO,HIC,2020,4,5_14,0
Austria,AUT,EURO,HIC,2020,4,65+,497
Austria,AUT,EURO,HIC,2020,8,0_4,0
Austria,AUT,EURO,HIC,2020,8,65+,37
Austria,AUT,EURO,HIC,2021,2,0_4,0
Austria,AUT,EURO,HIC,2021,4,65+,759
Austria,AUT,EURO,HIC,2021,7,15_64,13
Austria,AUT,EURO,HIC,2021,12,5_14,1
Austria,AUT,EURO,HIC,2022,2,15_64,69
Austria,AUT,EURO,HIC,2022,5,15_64,16
Austria,AUT,EURO,HIC,2022,8,5_14,0
Austria,AUT,EURO,HIC,2022,10,65+,321
Austria,AUT,EURO,HIC,2022,11,0_4,0
Austria,AUT,EURO,HIC,2022,12,0_4,0
Austria,AUT,EURO,HIC,2023,2,5_14,0
Austria,AUT,EURO,HIC,2023,6,5_14,0
Austria,AUT,EURO,HIC,2023,6,65+,15
Austria,AUT,EURO,HIC,2023,7,0_4,
Austria,AUT,EURO,HIC,2023,8,0_4,
Austria,AUT,EURO,HIC,2023,9,0_4,
Austria,AUT,EURO,HIC,2023,10,15_64,
Austria,AUT,EURO,HIC,2023,11,15_64,
Austria,AUT,EURO,HIC,2024,1,15_64,
Austria,AUT,EURO,HIC,2024,1,5_14,
Austria,AUT,EURO,HIC,2024,2,15_64,
Austria,AUT,EURO,HIC,2024,2,5_14,
Austria,AUT,EURO,HIC,2024,4,0_4,
Austria,AUT,EURO,HIC,2024,5,15_64,
Austria,AUT,EURO,HIC,2024,5,5_14,
Austria,AUT,EURO,HIC,2024,6,15_64,
Austria,AUT,EURO,HIC,2024,10,0_4,
Austria,AUT,EURO,HIC,2024,12,65+,
Austria,AUT,EURO,HIC,2025,1,0_4,
Austria,AUT,EURO,HIC,2025,12,65+,
Austria,AUT,EURO,HIC,2020,3,5_14,0
Austria,AUT,EURO,HIC,2020,7,65+,48
Austria,AUT,EURO,HIC,2020,11,65+,2484
Austria,AUT,EURO,HIC,2021,9,15_64,59
Austria,AUT,EURO,HIC,2021,10,65+,367
Austria,AUT,EURO,HIC,2021,11,15_64,170
Austria,AUT,EURO,HIC,2022,1,15_64,57
Austria,AUT,EURO,HIC,2022,4,15_64,54
Austria,AUT,EURO,HIC,2022,6,0_4,0
Austria,AUT,EURO,HIC,2022,9,15_64,13
Austria,AUT,EURO,HIC,2022,11,5_14,0
Austria,AUT,EURO,HIC,2022,12,5_14,0
Austria,AUT,EURO,HIC,2023,1,0_4,0
Austria,AUT,EURO,HIC,2023,1,65+,192
Austria,AUT,EURO,HIC,2023,4,0_4,0
Austria,AUT,EURO,HIC,2023,5,0_4,0
Austria,AUT,EURO,HIC,2023,5,5_14,0
Austria,AUT,EURO,HIC,2023,7,5_14,
Austria,AUT,EURO,HIC,2023,7,65+,
Austria,AUT,EURO,HIC,2023,8,5_14,
Austria,AUT,EURO,HIC,2023,8,65+,
Austria,AUT,EURO,HIC,2023,9,5_14,
Austria,AUT,EURO,HIC,2023,9,65+,
Austria,AUT,EURO,HIC,2024,3,0_4,
Austria,AUT,EURO,HIC,2024,3,5_14,
Austria,AUT,EURO,HIC,2024,3,65+,
Austria,AUT,EURO,HIC,2024,4,5_14,
Austria,AUT,EURO,HIC,2024,4,65+,
Austria,AUT,EURO,HIC,2024,12,15_64,
Austria,AUT,EURO,HIC,2025,1,5_14,
Austria,AUT,EURO,HIC,2025,1,65+,
Austria,AUT,EURO,HIC,2025,12,15_64,
Austria,AUT,EURO,HIC,2020,1,15_64,
Austria,AUT,EURO,HIC,2020,9,0_4,0
Austria,AUT,EURO,HIC,2020,9,15_64,15
Austria,AUT,EURO,HIC,2020,9,65+,114
Austria,AUT,EURO,HIC,2020,10,0_4,0
Austria,AUT,EURO,HIC,2021,3,0_4,0
Austria,AUT,EURO,HIC,2021,8,0_4,0
Austria,AUT,EURO,HIC,2021,8,5_14,0
Austria,AUT,EURO,HIC,2021,10,15_64,65
Austria,AUT,EURO,HIC,2022,2,0_4,0
Austria,AUT,EURO,HIC,2022,2,5_14,0
Austria,AUT,EURO,HIC,2022,3,5_14,1
Austria,AUT,EURO,HIC,2022,6,5_14,0
Austria,AUT,EURO,HIC,2022,7,15_64,29
Austria,AUT,EURO,HIC,2022,7,5_14,0
Austria,AUT,EURO,HIC,2022,11,15_64,20
Austria,AUT,EURO,HIC,2023,1,5_14,0
Austria,AUT,EURO,HIC,2023,2,65+,161
Austria,AUT,EURO,HIC,2023,3,65+,264
Austria,AUT,EURO,HIC,2023,4,5_14,0
Austria,AUT,EURO,HIC,2023,5,15_64,3
Austria,AUT,EURO,HIC,2023,7,15_64,
Austria,AUT,EURO,HIC,2024,3,15_64,
Austria,AUT,EURO,HIC,2024,10,65+,
Austria,AUT,EURO,HIC,2024,11,65+,
Austria,AUT,EURO,HIC,2024,12,0_4,
Austria,AUT,EURO,HIC,2025,12,0_4,
Austria,AUT,EURO,HIC,2025,12,5_14,
Austria,AUT,EURO,HIC,2020,1,0_4,
Austria,AUT,EURO,HIC,2020,1,5_14,
Austria,AUT,EURO,HIC,2020,2,0_4,0
Austria,AUT,EURO,HIC,2020,4,0_4,0
Austria,AUT,EURO,HIC,2020,5,0_4,0
Austria,AUT,EURO,HIC,2020,5,15_64,7
Austria,AUT,EURO,HIC,2020,10,65+,492
Austria,AUT,EURO,HIC,2020,12,65+,3356
Austria,AUT,EURO,HIC,2021,2,65+,918
Austria,AUT,EURO,HIC,2021,6,65+,128
Austria,AUT,EURO,HIC,2021,9,65+,275
Austria,AUT,EURO,HIC,2021,11,5_14,0
Austria,AUT,EURO,HIC,2022,2,65+,669
Austria,AUT,EURO,HIC,2022,5,5_14,0
Austria,AUT,EURO,HIC,2022,8,65+,269
Austria,AUT,EURO,HIC,2022,9,0_4,1
Austria,AUT,EURO,HIC,2022,9,5_14,0
Austria,AUT,EURO,HIC,2022,9,65+,148
Austria,AUT,EURO,HIC,2022,10,5_14,0
Austria,AUT,EURO,HIC,2022,11,65+,236
Austria,AUT,EURO,HIC,2023,3,15_64,11
Austria,AUT,EURO,HIC,2023,3,5_14,0
Austria,AUT,EURO,HIC,2023,4,15_64,6
Austria,AUT,EURO,HIC,2023,6,0_4,0
Austria,AUT,EURO,HIC,2023,8,15_64,
Austria,AUT,EURO,HIC,2023,9,15_64,
Austria,AUT,EURO,HIC,2023,10,0_4,
Austria,AUT,EURO,HIC,2023,11,0_4,
Austria,AUT,EURO,HIC,2024,1,0_4,
Austria,AUT,EURO,HIC,2024,2,0_4,
Austria,AUT,EURO,HIC,2024,4,15_64,
Austria,AUT,EURO,HIC,2024,5,0_4,
Austria,AUT,EURO,HIC,2024,6,0_4,
Austria,AUT,EURO,HIC,2024,10,15_64,
Austria,AUT,EURO,HIC,2025,1,15_64,
Austria,AUT,EURO,HIC,2020,3,65+,123
Austria,AUT,EURO,HIC,2020,6,15_64,8
Austria,AUT,EURO,HIC,2020,8,5_14,0
Austria,AUT,EURO,HIC,2020,11,0_4,0
Austria,AUT,EURO,HIC,2020,12,0_4,0
Austria,AUT,EURO,HIC,2021,1,15_64,95
Austria,AUT,EURO,HIC,2021,4,15_64,130
Austria,AUT,EURO,HIC,2021,6,15_64,32
Austria,AUT,EURO,HIC,2021,7,5_14,0
Austria,AUT,EURO,HIC,2021,7,65+,44
Austria,AUT,EURO,HIC,2021,9,0_4,0
Austria,AUT,EURO,HIC,2021,10,0_4,0
Austria,AUT,EURO,HIC,2021,11,0_4,1
Austria,AUT,EURO,HIC,2021,12,0_4,1
Austria,AUT,EURO,HIC,2022,1,5_14,0
Austria,AUT,EURO,HIC,2022,3,0_4,0
Austria,AUT,EURO,HIC,2022,4,5_14,0
Austria,AUT,EURO,HIC,2022,8,0_4,0
Austria,AUT,EURO,HIC,2023,2,0_4,0
Austria,AUT,EURO,HIC,2023,12,65+,
Austria,AUT,EURO,HIC,2024,7,65+,
Austria,AUT,EURO,HIC,2024,8,65+,
Austria,AUT,EURO,HIC,2024,10,5_14,
Austria,AUT,EURO,HIC,2024,11,15_64,
Austria,AUT,EURO,HIC,2024,11,5_14,
Austria,AUT,EURO,HIC,2020,4,15_64,28
Austria,AUT,EURO,HIC,2020,5,65+,72
Austria,AUT,EURO,HIC,2020,6,0_4,0
Austria,AUT,EURO,HIC,2020,7,0_4,0
Austria,AUT,EURO,HIC,2020,11,5_14,0
Austria,AUT,EURO,HIC,2020,12,5_14,0
Austria,AUT,EURO,HIC,2021,1,0_4,0
Austria,AUT,EURO,HIC,2021,2,5_14,1
Austria,AUT,EURO,HIC,2021,3,65+,1001
Austria,AUT,EURO,HIC,2021,4,0_4,0
Austria,AUT,EURO,HIC,2021,5,0_4,0
Austria,AUT,EURO,HIC,2021,5,5_14,0
Austria,AUT,EURO,HIC,2021,5,65+,331
Austria,AUT,EURO,HIC,2021,6,5_14,1
Austria,AUT,EURO,HIC,2021,8,15_64,10
Austria,AUT,EURO,HIC,2021,9,5_14,0
Austria,AUT,EURO,HIC,2021,10,5_14,0
Austria,AUT,EURO,HIC,2021,12,65+,1255
Austria,AUT,EURO,HIC,2022,4,65+,544
Austria,AUT,EURO,HIC,2022,5,65+,175
Austria,AUT,EURO,HIC,2022,6,65+,144
Austria,AUT,EURO,HIC,2022,7,65+,298
Austria,AUT,EURO,HIC,2023,6,15_64,2
Austria,AUT,EURO,HIC,2023,12,0_4,
Austria,AUT,EURO,HIC,2024,7,0_4,
Austria,AUT,EURO,HIC,2024,8,0_4,
Austria,AUT,EURO,HIC,2024,9,0_4,
Austria,AUT,EURO,HIC,2024,9,65+,
Austria,AUT,EURO,HIC,2020,3,15_64,10
Austria,AUT,EURO,HIC,2020,6,5_14,0
Austria,AUT,EURO,HIC,2020,7,15_64,3
Austria,AUT,EURO,HIC,2020,7,5_14,0
Austria,AUT,EURO,HIC,2020,8,15_64,4
Austria,AUT,EURO,HIC,2020,10,15_64,31
Austria,AUT,EURO,HIC,2021,1,5_14,0
Austria,AUT,EURO,HIC,2021,1,65+,1560
Austria,AUT,EURO,HIC,2021,8,65+,72
Austria,AUT,EURO,HIC,2022,6,15_64,19
Austria,AUT,EURO,HIC,2022,7,0_4,1
Austria,AUT,EURO,HIC,2022,10,0_4,0
Austria,AUT,EURO,HIC,2022,12,65+,234
Austria,AUT,EURO,HIC,2023,1,15_64,19
Austria,AUT,EURO,HIC,2023,2,15_64,17
Austria,AUT,EURO,HIC,2023,3,0_4,0
Austria,AUT,EURO,HIC,2023,4,65+,118
Austria,AUT,EURO,HIC,2023,5,65+,63
Austria,AUT,EURO,HIC,2023,12,15_64,
Austria,AUT,EURO,HIC,2023,12,5_14,
Austria,AUT,EURO,HIC,2024,1,65+,
Austria,AUT,EURO,HIC,2024,2,65+,
Austria,AUT,EURO,HIC,2024,7,15_64,
Austria,AUT,EURO,HIC,2024,7,5_14,
Austria,AUT,EURO,HIC,2024,8,15_64,
Austria,AUT,EURO,HIC,2024,8,5_14,
Austria,AUT,EURO,HIC,2024,9,15_64,
Austria,AUT,EURO,HIC,2024,9,5_14,
Azerbaijan,AZE,EURO,UMC,2020,4,0_4,0
Azerbaijan,AZE,EURO,UMC,2020,5,0_4,0
Azerbaijan,AZE,EURO,UMC,2020,6,65+,0
Azerbaijan,AZE,EURO,UMC,2020,7,65+,0
Azerbaijan,AZE,EURO,UMC,2020,9,15_64,0
Azerbaijan,AZE,EURO,UMC,2020,9,5_14,
Azerbaijan,AZE,EURO,UMC,2020,10,15_64,0
Azerbaijan,AZE,EURO,UMC,2021,1,65+,0
Azerbaijan,AZE,EURO,UMC,2021,2,5_14,0
Azerbaijan,AZE,EURO,UMC,2021,4,65+,0
Azerbaijan,AZE,EURO,UMC,2021,5,65+,0
Azerbaijan,AZE,EURO,UMC,2021,6,5_14,0
Azerbaijan,AZE,EURO,UMC,2021,7,5_14,0
Azerbaijan,AZE,EURO,UMC,2021,8,15_64,0
Azerbaijan,AZE,EURO,UMC,2022,1,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,2,15_64,0
Azerbaijan,AZE,EURO,UMC,2022,4,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,5,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,6,15_64,0
Azerbaijan,AZE,EURO,UMC,2023,8,65+,0
Azerbaijan,AZE,EURO,UMC,2023,12,5_14,
Azerbaijan,AZE,EURO,UMC,2024,1,65+,
Azerbaijan,AZE,EURO,UMC,2024,2,65+,
Azerbaijan,AZE,EURO,UMC,2024,5,65+,
Azerbaijan,AZE,EURO,UMC,2024,6,65+,
Azerbaijan,AZE,EURO,UMC,2024,8,5_14,
Azerbaijan,AZE,EURO,UMC,2024,9,5_14,
Azerbaijan,AZE,EURO,UMC,2024,10,15_64,
Azerbaijan,AZE,EURO,UMC,2024,11,15_64,
Azerbaijan,AZE,EURO,UMC,2024,12,0_4,
Azerbaijan,AZE,EURO,UMC,2025,12,0_4,
Azerbaijan,AZE,EURO,UMC,2020,1,0_4,
Azerbaijan,AZE,EURO,UMC,2020,2,0_4,
Azerbaijan,AZE,EURO,UMC,2020,2,15_64,0
Azerbaijan,AZE,EURO,UMC,2020,4,15_64,0
Azerbaijan,AZE,EURO,UMC,2020,5,15_64,0
Azerbaijan,AZE,EURO,UMC,2020,9,0_4,0
Azerbaijan,AZE,EURO,UMC,2020,10,0_4,0
Azerbaijan,AZE,EURO,UMC,2021,3,15_64,0
Azerbaijan,AZE,EURO,UMC,2021,7,0_4,
Azerbaijan,AZE,EURO,UMC,2021,8,0_4,
Azerbaijan,AZE,EURO,UMC,2021,9,0_4,
Azerbaijan,AZE,EURO,UMC,2021,11,5_14,0
Azerbaijan,AZE,EURO,UMC,2021,11,65+,0
Azerbaijan,AZE,EURO,UMC,2021,12,5_14,0
Azerbaijan,AZE,EURO,UMC,2021,12,65+,0
Azerbaijan,AZE,EURO,UMC,2022,7,0_4,
Azerbaijan,AZE,EURO,UMC,2022,8,0_4,
Azerbaijan,AZE,EURO,UMC,2022,9,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,9,65+,0
Azerbaijan,AZE,EURO,UMC,2022,10,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,10,65+,0
Azerbaijan,AZE,EURO,UMC,2023,3,5_14,0
Azerbaijan,AZE,EURO,UMC,2023,3,65+,0
Azerbaijan,AZE,EURO,UMC,2023,7,15_64,0
Azerbaijan,AZE,EURO,UMC,2023,11,15_64,0
Azerbaijan,AZE,EURO,UMC,2024,1,5_14,
Azerbaijan,AZE,EURO,UMC,2024,3,15_64,
Azerbaijan,AZE,EURO,UMC,2024,4,15_64,
Azerbaijan,AZE,EURO,UMC,2025,1,15_64,
Azerbaijan,AZE,EURO,UMC,2020,1,15_64,
Azerbaijan,AZE,EURO,UMC,2020,3,0_4,0
Azerbaijan,AZE,EURO,UMC,2020,8,65+,0
Azerbaijan,AZE,EURO,UMC,2021,2,65+,0
Azerbaijan,AZE,EURO,UMC,2021,6,65+,0
Azerbaijan,AZE,EURO,UMC,2021,7,65+,0
Azerbaijan,AZE,EURO,UMC,2021,8,5_14,0
Azerbaijan,AZE,EURO,UMC,2021,9,15_64,0
Azerbaijan,AZE,EURO,UMC,2021,10,15_64,0
Azerbaijan,AZE,EURO,UMC,2022,1,65+,0
Azerbaijan,AZE,EURO,UMC,2022,2,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,4,65+,0
Azerbaijan,AZE,EURO,UMC,2022,5,65+,0
Azerbaijan,AZE,EURO,UMC,2022,6,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,7,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,8,15_64,0
Azerbaijan,AZE,EURO,UMC,2022,9,0_4,
Azerbaijan,AZE,EURO,UMC,2023,1,5_14,0
Azerbaijan,AZE,EURO,UMC,2023,2,15_64,0
Azerbaijan,AZE,EURO,UMC,2023,4,5_14,0
Azerbaijan,AZE,EURO,UMC,2023,5,5_14,0
Azerbaijan,AZE,EURO,UMC,2023,6,15_64,0
Azerbaijan,AZE,EURO,UMC,2023,7,0_4,
Azerbaijan,AZE,EURO,UMC,2023,8,0_4,
Azerbaijan,AZE,EURO,UMC,2023,9,0_4,
Azerbaijan,AZE,EURO,UMC,2023,12,65+,
Azerbaijan,AZE,EURO,UMC,2024,3,0_4,
Azerbaijan,AZE,EURO,UMC,2024,4,0_4,
Azerbaijan,AZE,EURO,UMC,2024,7,65+,
Azerbaijan,AZE,EURO,UMC,2024,8,65+,
Azerbaijan,AZE,EURO,UMC,2024,9,65+,
Azerbaijan,AZE,EURO,UMC,2024,10,0_4,
Azerbaijan,AZE,EURO,UMC,2025,1,0_4,
Azerbaijan,AZE,EURO,UMC,2025,12,15_64,
Azerbaijan,AZE,EURO,UMC,2020,3,5_14,0
Azerbaijan,AZE,EURO,UMC,2020,3,65+,0
Azerbaijan,AZE,EURO,UMC,2020,7,15_64,0
Azerbaijan,AZE,EURO,UMC,2020,7,5_14,
Azerbaijan,AZE,EURO,UMC,2020,8,0_4,0
Azerbaijan,AZE,EURO,UMC,2020,8,5_14,
Azerbaijan,AZE,EURO,UMC,2020,11,15_64,0
Azerbaijan,AZE,EURO,UMC,2020,12,15_64,0
Azerbaijan,AZE,EURO,UMC,2021,1,15_64,0
Azerbaijan,AZE,EURO,UMC,2021,4,15_64,0
Azerbaijan,AZE,EURO,UMC,2021,5,0_4,
Azerbaijan,AZE,EURO,UMC,2021,5,15_64,0
Azerbaijan,AZE,EURO,UMC,2021,6,0_4,
Azerbaijan,AZE,EURO,UMC,2022,3,15_64,0
Azerbaijan,AZE,EURO,UMC,2022,11,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,11,65+,0
Azerbaijan,AZE,EURO,UMC,2022,12,5_14,0
Azerbaijan,AZE,EURO,UMC,2022,12,65+,0
Azerbaijan,AZE,EURO,UMC,2023,9,5_14,0
Azerbaijan,AZE,EURO,UMC,2023,9,65+,0
Azerbaijan,AZE,EURO,UMC,2023,10,5_14,0
